_id;PropertyID;PropType;taxkey;Address;CondoProject;District;nbhd;Style;Extwall;Stories;Year_Built;Rooms;FinishedSqft;Units;Bdrms;Fbath;Hbath;Lotsize;Sale_date;Sale_price
4828;236187;Residential;5290629000;3371 S 66TH ST;;11;4380;Cape Cod;Brick;1;1954;5;1191;1;3;2;0;7504;2023-05-22;283500,00
4829;236189;Residential;5290631000;3376 S 67TH ST;;11;4380;Cape Cod;Aluminum/Vinyl;1,5;1955;6;1173;1;4;1;1;8576;2023-08-07;278000,00
4830;236261;Residential;5290841000;3265 S 63RD ST;;11;4380;Ranch;Aluminum/Vinyl;1;1953;5;879;1;3;1;1;7020;2023-09-25;200000,00
4831;236267;Residential;5290847000;6342 W OHIO AV;;11;4380;Ranch;Aluminum/Vinyl;1;1953;6;1171;1;3;2;1;9120;2023-01-27;274900,00
4832;236303;Residential;5290883000;6472 W BURDICK AV;;11;4380;Ranch;Aluminum/Vinyl;1;1953;5;879;1;3;1;1;7560;2023-09-08;215000,00
4833;236304;Residential;5290884000;6500 W OHIO AV;;11;4380;Ranch;Aluminum/Vinyl;1;1953;5;879;1;3;1;1;7680;2023-07-27;250000,00
4834;236356;Residential;5290936000;6341 W EUCLID AV;;11;4380;Ranch;Aluminum/Vinyl;1;1953;5;879;1;3;1;1;8040;2023-01-16;221000,00
4835;236357;Residential;5290937000;6333 W EUCLID AV;;11;4380;Ranch;Aluminum/Vinyl;1;1953;5;983;1;3;2;0;8520;2023-05-01;250000,00
4836;236376;Residential;5290956000;3228 S 68TH ST;;11;4380;Ranch;Aluminum/Vinyl;1;1953;5;879;1;3;2;1;7680;2023-06-08;226000,00
4837;236396;Residential;5291017000;3432 S 67TH ST;;11;4380;Ranch;Aluminum/Vinyl;1;1953;7;1316;1;4;2;0;7900;2023-10-05;220000,00
4838;236397;Residential;5291018000;6620 W VERONA CT;;11;4380;Ranch;Aluminum/Vinyl;1;1953;6;960;1;3;1;0;5500;2023-07-03;240000,00
4839;236400;Residential;5291021000;3423 S 66TH ST;;11;4380;Ranch;Aluminum/Vinyl;1;1953;4;672;1;2;1;0;6700;2023-08-21;190000,00
4840;236409;Residential;5291030000;6522 W VERONA CT;;11;4380;Ranch;Aluminum/Vinyl;1;1953;4;672;1;2;1;0;5500;2023-12-26;184000,00
4841;236411;Residential;5291032000;3433 S 65TH ST;;11;4380;Ranch;Aluminum/Vinyl;1;1953;5;864;1;3;1;0;9000;2023-11-13;161000,00
4842;236419;Residential;5291040000;3422 S 65TH ST;;11;4380;Ranch;Aluminum/Vinyl;1;1953;4;672;1;2;1;0;7000;2023-06-01;163000,00
4843;236428;Residential;5291049000;3402 S 64TH ST;;11;4380;Ranch;Aluminum/Vinyl;1;1953;5;960;1;3;1;0;7100;2023-07-31;190000,00
4844;236449;Residential;5291070000;3423 S 62ND ST;;11;4380;Ranch;Aluminum/Vinyl;1;1953;4;672;1;2;1;0;7473;2023-04-28;185000,00
4845;236464;Residential;5291085000;3457 S 61ST ST;;11;4380;Ranch;Aluminum/Vinyl;1;1953;4;672;1;2;1;0;6000;2023-03-07;172000,00
4846;236506;Residential;5291127000;3456 S 61ST ST;;11;4380;Ranch;Aluminum/Vinyl;1;1953;6;1440;1;2;1;0;6000;2023-09-07;210000,00
4847;236536;Residential;5291159000;6508 W MORGAN AV;;11;4380;Ranch;Aluminum/Vinyl;1;1953;6;926;1;3;1;0;6200;2023-05-12;185000,00
4848;236544;Residential;5291167000;6400 W MORGAN AV;;11;4380;Ranch;Aluminum/Vinyl;1;1953;5;1248;1;3;1;0;6200;2023-05-02;205000,00
4849;236555;Residential;5291178000;6335 W VERONA CT;;11;4380;Ranch;Aluminum/Vinyl;1;1953;10;864;1;6;1;0;6150;2023-12-08;176000,00
4850;236664;Residential;5300110000;3271 S 57TH ST;;11;4420;Ranch;Aluminum/Vinyl;1;1954;6;1038;1;3;1;0;7744;2023-05-10;265000,00
4851;236672;Residential;5300204000;3278 S 58TH ST;;11;4420;Ranch;Wood;1;1954;6;1447;1;3;2;0;7744;2023-09-20;270000,00
4852;236678;Residential;5300210000;3269 S 58TH ST;;11;4420;Cape Cod;Brick;1;1953;5;1414;1;3;1;1;7260;2023-03-08;217000,00
4853;236682;Residential;5300214000;3319 S 58TH ST;;11;4420;Ranch;Brick;1;1953;5;1204;1;3;1;0;6776;2023-11-10;200000,00
4854;236687;Residential;5300305000;3445 S 57TH ST;;11;4420;Cape Cod;Aluminum/Vinyl;1;1953;6;1454;1;4;1;0;7320;2023-08-18;250000,00
4855;236723;Residential;5300530000;3212 S 55TH ST;;11;4420;Cape Cod;Aluminum/Vinyl;1;1952;5;1058;1;3;1;0;5040;2023-11-14;225000,00
4856;236730;Residential;5300537000;3258 S 55TH ST;;11;4420;Ranch;Aluminum/Vinyl;1;1954;5;1073;1;3;1;0;5292;2023-12-29;202400,00
4857;236748;Residential;5300555000;5411 W OHIO AV;;11;4420;Colonial;Aluminum/Vinyl;2,0;1954;7;1450;1;4;2;0;5475;2023-09-18;296000,00
4858;236758;Residential;5300609000;5904 W MORGAN AV;;11;4420;Cape Cod;Brick;1;1953;8;1234;1;4;1;1;5390;2023-12-29;225000,00
4859;236759;Residential;5300610000;3470 S 60TH ST;;11;4420;Ranch;Stone;1;1953;5;1194;1;3;1;1;6490;2023-06-28;230000,00
4860;236825;Residential;5300766000;5211 W NEBRASKA AV;;11;4420;Colonial;Aluminum/Vinyl;2,0;1957;6;1375;1;3;1;1;6893;2023-06-28;260000,00
4861;236827;Residential;5300768100;3352 S 52ND ST;;11;4420;Colonial;Aluminum/Vinyl;2,0;1957;6;1378;1;3;1;1;13632;2023-11-14;305000,00
4862;236876;Residential;5301019000;3175 S 57TH ST;;11;4420;Cape Cod;Stone;1;1952;5;1045;1;3;1;1;4760;2023-11-20;222000,00
4863;236940;Residential;5301091000;3150 S 56TH ST;;11;4420;Milwaukee Bungalow;Aluminum/Vinyl;1,5;1926;7;1346;1;3;1;1;5400;2023-01-31;239000,00
4864;236950;Residential;5301101000;3242 S 56TH ST;;11;4420;Milwaukee Bungalow;Aluminum/Vinyl;1;1929;6;1380;1;3;2;0;6750;2023-04-10;199100,00
4865;236964;Residential;5301116000;3141 S 55TH ST;;11;4420;Cape Cod;Aluminum/Vinyl;1;1941;5;1332;1;3;2;0;5400;2023-04-12;204000,00
4866;236991;Residential;5301147000;3147 S 53RD ST;;11;4420;Cape Cod;Brick;1;1953;6;1519;1;4;2;1;5304;2023-08-30;289900,00
4867;237085;Residential;5301307000;3365 S 58TH ST;;11;4420;Ranch;Aluminum/Vinyl;1;1952;5;920;1;3;1;0;5808;2023-11-17;240000,00
4868;237090;Residential;5301312000;3362 S 60TH ST;;11;4420;Ranch;Asphalt/Other;1;1952;5;909;1;3;1;0;5808;2023-01-23;199900,00
4869;237092;Residential;5301314000;3350 S 60TH ST;;11;4420;Ranch;Aluminum/Vinyl;1;1952;6;1038;1;3;1;1;5808;2023-08-18;244000,00
4870;237104;Residential;5301326000;3371 S 57TH ST;;11;4420;Ranch;Aluminum/Vinyl;1;1952;5;901;1;3;1;0;5808;2023-10-18;175000,00
4871;237166;Condominium;5301586000;3239 S 58TH ST, Unit 210;RED OAKS V;11;5304;Low Rise 1-3 Stories;;1;1980;3;751;1;1;1;0;1;2023-09-12;95000,00
4872;237185;Condominium;5301605000;3239 S 58TH ST, Unit 313;RED OAKS V;11;5304;Low Rise 1-3 Stories;;1;1980;4;1048;1;2;2;0;1;2023-11-09;149900,00
4873;237262;Residential;5310114000;5010 W EUCLID AV;;11;4420;Cape Cod;Asphalt/Other;1;1953;5;958;1;3;1;0;6500;2023-05-15;241000,00
4874;237282;Residential;5310134000;3322 S 51ST ST;;11;4420;Cape Cod;Aluminum/Vinyl;1;1955;6;1241;1;4;1;0;4800;2023-06-22;213000,00
4875;237284;Residential;5310136000;3334 S 51ST ST;;11;4420;Cape Cod;Aluminum/Vinyl;1,5;1934;5;1127;1;2;1;1;6088;2023-10-05;225000,00
4876;237388;Residential;5310442000;3237 S 49TH ST;;11;4420;Ranch;Brick;1;1953;4;1048;1;2;2;0;5050;2023-02-18;240000,00
4877;237517;Residential;5320021000;3521--A W OHIO AV;;11;4410;Duplex N/S;Brick;1,5;1956;9;1909;2;5;3;0;4800;2023-08-16;335000,00
4878;237523;Residential;5320027000;3371 S 35TH ST;;11;4400;Cape Cod;Aluminum/Vinyl;1;1949;5;954;1;3;2;0;4920;2023-10-17;260000,00
4879;237545;Residential;5320049000;3370 S PRINCETON AV;;11;4410;Cape Cod;Stone;1;1938;6;1427;1;3;1;1;6396;2023-05-30;252000,00
4880;237584;Residential;5320090000;3444 S 37TH ST;;11;4410;Colonial;Masonry/Frame;2,0;1956;5;1737;1;3;1;1;4638;2023-12-22;255500,00
4881;237600;Residential;5320106000;3425 S 37TH ST;;11;4410;Cape Cod;Brick;1;1950;7;2024;1;4;2;1;7200;2023-11-14;310000,00
4882;237708;Residential;5320271000;3722 W OHIO AV;;11;4410;Duplex N/S;Brick;1,5;1953;11;2065;2;6;2;0;6000;2023-10-27;327000,00
4883;237713;Residential;5320276000;3709 W RUSKIN ST;;11;4410;Cape Cod;Brick;1;1952;5;1359;1;3;1;1;6000;2023-09-15;260000,00
4884;237817;Residential;5320405000;3925 W OKLAHOMA AV;;11;4400;Cape Cod;Stone;1;1949;7;1565;1;4;2;0;5280;2023-06-06;320000,00
4885;237833;Residential;5320421000;3169 S 39TH ST;;11;4410;Cape Cod;Brick;1;1950;5;1498;1;4;1;1;4920;2023-04-11;290000,00
4886;237883;Residential;5320472000;3121 S 41ST ST;;11;4410;Cape Cod;Brick;1;1937;5;1021;1;3;1;0;4800;2023-07-05;252000,00
4887;237918;Residential;5320508000;3218 S 43RD ST;;11;4410;Cape Cod;Brick;1,5;1947;6;1617;1;3;1;1;4879;2023-01-23;245000,00
4888;237921;Residential;5320511000;4105 W EUCLID AV;;11;4410;Ranch;Aluminum/Vinyl;1;1949;5;1056;1;3;1;0;4920;2023-12-18;205000,00
4889;237959;Residential;5330102000;3466 S 34TH ST;;11;4400;Duplex N/S;Brick;1,5;1957;9;1979;2;5;2;0;5500;2023-12-13;330000,00
4890;238027;Residential;5330237000;3107 S 33RD ST;;11;4400;Ranch;Brick;1;1949;5;1089;1;2;1;0;6000;2023-07-17;225000,00
4891;238035;Residential;5330245000;3121 S 33RD ST;;11;4400;Cape Cod;Stone;1;1946;4;1229;1;2;1;0;5040;2023-09-15;183000,00
4892;238092;Residential;5330302000;3273 W LAKEFIELD DR;;11;4400;Cape Cod;Stone;1,5;1938;12;1434;1;6;1;1;7200;2023-06-23;304000,00
4893;238140;Residential;5330351000;3404 S 33RD ST;;11;4400;Ranch;Brick;1;1958;4;1151;1;2;1;1;4960;2023-10-11;215000,00
4894;238166;Residential;5330418000;3121 S 34TH ST;;11;4400;Cape Cod;Aluminum/Vinyl;1,5;1953;7;1814;1;5;2;2;4800;2023-11-21;251000,00
4895;238198;Residential;5330708000;3149 S 31ST ST;;11;4400;Ranch;Aluminum/Vinyl;1;1977;5;1334;1;3;2;0;4800;2023-06-05;250000,00
4896;238277;Residential;5330788000;3136 S 29TH ST;;11;4400;Milwaukee Bungalow;Brick;1;1932;6;1369;1;3;2;0;4800;2023-06-26;280000,00
4897;238325;Residential;5330914000;3414 W POE ST;;11;4400;Cape Cod;Brick;1;1951;5;1377;1;3;1;1;6000;2023-09-27;242000,00
4898;238390;Residential;5331048000;3006-3008 W RUSKIN ST;;11;4400;Duplex N/S;Brick;2,0;1957;10;2618;2;6;2;1;8127;2023-11-27;326000,00
4899;238408;Residential;5331071000;3375 S 34TH ST;;11;4400;Duplex N/S;Masonry/Frame;2,0;1972;10;2302;2;6;2;0;6732;2023-11-15;240000,00
4900;238427;Residential;5340012000;3363 S 26TH ST;;13;4360;Ranch;Stone;1;1958;5;1696;1;3;1;2;6000;2023-10-20;260000,00
4901;238471;Residential;5340070100;3442 S 26TH ST;;13;4360;Duplex N/S;Brick;1,5;1962;9;2105;2;5;2;0;4800;2023-04-28;300000,00
4902;238521;Residential;5340222000;3156 S 22ND ST;;13;4360;Colonial;Aluminum/Vinyl;2,0;1940;6;1272;1;3;2;0;5400;2023-06-23;235000,00
4903;238553;Residential;5340254000;3262 S 21ST ST;;13;4360;Ranch;Aluminum/Vinyl;1;1941;4;826;1;2;1;0;5400;2023-08-04;170000,00
4904;238559;Residential;5340260000;3221 S 21ST ST;;13;4360;Cape Cod;Aluminum/Vinyl;1,5;1941;5;1500;1;3;1;1;5760;2023-09-28;225000,00
4905;238574;Residential;5340275000;3244 S 22ND ST;;13;4360;Colonial;Aluminum/Vinyl;2,0;1940;6;1248;1;3;1;1;5400;2023-09-06;245000,00
4906;238608;Residential;5340428000;2515 W OKLAHOMA AV;;13;4360;Colonial;Aluminum/Vinyl;2,0;1949;6;1274;1;2;2;0;5160;2023-02-07;225000,00
4907;238621;Residential;5340441000;3168 S 26TH ST;;13;4360;Colonial;Aluminum/Vinyl;2,0;1946;7;1570;1;3;1;1;4800;2023-03-31;225000,00
4908;238685;Residential;5340505000;3169 S 23RD ST;;13;4360;Res O/S 1 Story;Brick;1;1938;4;717;1;2;1;0;4800;2023-10-10;149500,00
4909;238689;Residential;5340509000;3147 S 23RD ST;;13;4360;Ranch;Aluminum/Vinyl;1;1942;12;976;1;7;2;0;4800;2023-02-27;193000,00
4910;238698;Residential;5340518000;2219 W OKLAHOMA AV;;13;4360;Cape Cod;Brick;1;1948;6;1319;1;3;1;1;5040;2023-05-19;215000,00
4911;238737;Residential;5340557000;3217 S 22ND ST;;13;4360;Ranch;Aluminum/Vinyl;1;1942;4;760;1;2;1;0;4850;2023-04-21;160000,00
4912;238750;Residential;5340570000;3254 S 24TH ST;;13;4360;Colonial;Aluminum/Vinyl;2,0;1946;6;1249;1;3;1;0;4800;2023-08-31;210000,00
4913;238776;Residential;5340596000;3244 S 25TH ST;;13;4360;Cape Cod;Aluminum/Vinyl;1,5;1942;7;1830;1;3;2;1;4800;2023-08-31;262000,00
4914;238860;Residential;5340809000;3451 S 20TH ST;;13;4360;Ranch;Aluminum/Vinyl;1;1947;4;672;1;2;1;0;4860;2023-10-02;67000,00
4915;238896;Residential;5350010000;3435 S 16TH ST;;13;4520;Cape Cod;Brick;1,5;1955;4;1324;1;2;1;0;3000;2023-11-16;215000,00
4916;238938;Residential;5350054000;3400 S 20TH ST;;13;4520;Cape Cod;Aluminum/Vinyl;1,5;1952;11;1375;1;7;1;1;3750;2023-12-18;240000,00
4917;238969;Residential;5350116000;3377 S 14TH ST;;14;4520;Milwaukee Bungalow;Asphalt/Other;1;1927;6;1225;1;3;1;1;4900;2023-11-14;210000,00
4918;238975;Residential;5350122000;3350 S 15TH ST;;14;4520;Milwaukee Bungalow;Asphalt/Other;1,5;1926;6;1194;1;3;1;0;5600;2023-10-10;175000,00
4919;239025;Residential;5350202000;3337 S 13TH ST;;14;4520;Ranch;Brick;1;1959;4;980;1;2;1;0;4620;2023-08-09;180000,00
4920;239052;Residential;5350229000;3303 S 15TH PL;;13;4520;Milwaukee Bungalow;Aluminum/Vinyl;1,5;1926;6;1761;1;3;2;1;3600;2023-10-31;235000,00
4921;239060;Residential;5350239000;3308 S 16TH ST;;13;4520;Milwaukee Bungalow;Aluminum/Vinyl;1;1926;7;1483;1;4;1;0;4000;2023-09-12;210000,00
4922;239146;Residential;5350389000;1831 W MORGAN AV;;13;4520;Cape Cod;Brick;1,5;1948;6;1346;1;4;2;0;4320;2023-01-12;196000,00
4923;239182;Residential;5350509120;3138 S 14TH ST;;14;4520;Colonial;Aluminum/Vinyl;2,0;1979;6;1510;1;3;1;1;4200;2023-08-15;247350,00
4924;239191;Residential;5350519000;1316 W EUCLID AV;;14;4520;Dplx Bungalow;Aluminum/Vinyl;2,0;1923;10;2027;2;4;2;0;3600;2023-10-20;250000,00
4925;239220;Residential;5350556000;3171 S 14TH ST;;14;4520;Ranch;Aluminum/Vinyl;1;1949;4;813;1;2;1;0;3600;2023-10-27;185000,00
4926;239225;Residential;5350561000;3135 S 14TH ST;;14;4520;Duplex O/S;Asphalt/Other;1,5;1910;8;1276;2;4;2;0;4200;2023-08-22;247500,00
4927;239229;Residential;5350565000;3119 S 14TH ST;;14;4520;Res O/S A & 1/2;Aluminum/Vinyl;1,5;1923;5;1312;1;3;1;1;4200;2023-04-19;176000,00
4928;239263;Residential;5350606000;3121 S 15TH PL;;14;4520;Milwaukee Bungalow;Aluminum/Vinyl;1,5;1926;8;1591;1;4;1;0;3150;2023-03-31;219000,00
4929;239352;Residential;5350705000;3161 S 18TH ST;;14;4520;Dplx Bungalow;Aluminum/Vinyl;2,0;1927;10;1750;2;4;2;0;4270;2023-05-31;172000,00
4930;239387;Residential;5350759000;3225 S 15TH PL;;14;4520;Milwaukee Bungalow;Stucco;1,5;1922;7;1459;1;4;2;1;7875;2023-01-06;279900,00
4931;239425;Residential;5350800000;3275 S 15TH ST;;14;4520;Res O/S A & 1/2;Aluminum/Vinyl;1,5;1906;5;1221;1;3;2;0;3600;2023-04-07;240000,00
4932;239501;Residential;5350880000;1322 W OHIO AV;;14;4520;Milwaukee Bungalow;Aluminum/Vinyl;1,5;1925;5;1051;1;3;1;0;3600;2023-07-28;155000,00
4933;239533;Residential;5350923000;3344 S 17TH ST;;13;4520;Dplx Bungalow;Aluminum/Vinyl;1,5;1928;10;2017;2;3;2;0;4800;2023-06-29;245000,00
4934;239559;Residential;5350950000;3377 S 18TH ST;;13;4520;Res O/S A & 1/2;Brick;1,5;1928;7;1698;1;3;1;1;4320;2023-05-12;263000,00
4935;239565;Residential;5350956000;3352 S 19TH ST;;13;4520;Duplex O/S;Stone;1,5;1941;9;1964;2;4;2;0;4560;2023-09-15;300000,00
4936;239580;Residential;5350971000;3319 S 19TH ST;;13;4520;Milwaukee Bungalow;Aluminum/Vinyl;1,5;1928;10;1994;1;5;2;0;4200;2023-04-21;285000,00
4937;239589;Residential;5350980000;3363 S 19TH ST;;13;4520;Dplx Bungalow;Aluminum/Vinyl;1,5;1929;11;2068;2;4;2;0;4440;2023-07-19;292000,00
4938;239638;Residential;5351135000;3473 S 14TH ST;;14;4520;Res O/S A & 1/2;Aluminum/Vinyl;1;1938;4;976;1;2;1;0;4900;2023-09-15;210000,00
4939;239710;Residential;5359966000;3428 S 16TH ST;;13;4520;Res O/S A & 1/2;Aluminum/Vinyl;1,5;1899;6;1358;1;4;3;0;6000;2023-12-20;160000,00
4940;239831;Residential;5360222000;3125 S 8TH ST;;14;4520;Dplx Bungalow;Brick;1,5;1912;9;2239;2;4;2;0;9150;2023-08-23;240000,00
4941;239861;Residential;5360253000;3222 S 8TH ST;;14;4520;Res O/S A & 1/2;Aluminum/Vinyl;1;1910;4;1206;1;3;1;0;3660;2023-11-05;175000,00
4942;239920;Residential;5360311000;3412 S 8TH ST;;14;4520;Milwaukee Bungalow;Aluminum/Vinyl;1,5;1929;6;1240;1;3;1;1;3660;2023-10-25;260000,00
4943;239957;Residential;5360431000;3209 S 9TH PL;;14;4520;Milwaukee Bungalow;Brick;1;1926;7;1630;1;4;1;1;4960;2023-07-25;230000,00
4944;239981;Residential;5360455000;3222 S 10TH ST;;14;4520;Dplx Bungalow;Aluminum/Vinyl;1,5;1923;9;1880;2;4;2;0;4880;2023-05-02;207500,00
4945;240003;Residential;5360519000;3317 S 11TH ST;;14;4520;Dplx Bungalow;Brick;1,5;1927;20;2282;2;10;2;0;4880;2023-12-27;300000,00
4946;240027;Residential;5360543000;3310 S 12TH ST;;14;4520;Dplx Bungalow;Brick;1,5;1927;10;2206;2;5;2;0;4880;2023-09-19;263000,00
4947;240050;Residential;5360566000;3348 S 13TH ST;;14;4520;Cape Cod;Brick;1;1947;4;992;1;2;2;0;4880;2023-08-30;250000,00
4948;240056;Residential;5360572000;3318 S 13TH ST;;14;4520;Cape Cod;Brick;1,5;1947;5;1154;1;3;2;0;4880;2023-02-10;246000,00
4949;240078;Residential;5360594000;3411 S 11TH ST;;14;4520;Dplx Bungalow;Stucco;1,5;1927;10;2040;2;4;2;0;4636;2023-10-18;260000,00
4950;240091;Residential;5360607000;3400 S 12TH ST;;14;4520;Ranch;Aluminum/Vinyl;1;1949;4;760;1;2;1;0;4636;2023-05-31;185000,00
4951;240094;Residential;5360610000;3411 S 10TH ST;;14;4520;Dplx Bungalow;Aluminum/Vinyl;1,5;1929;10;2161;2;5;2;1;4636;2023-08-10;215000,00
4952;240113;Residential;5360629000;3427 S 9TH PL;;14;4520;Dplx Bungalow;Aluminum/Vinyl;1,5;1926;10;1891;2;4;2;0;4712;2023-06-15;255000,00
4953;240118;Residential;5360634000;3426 S 10TH ST;;14;4520;Milwaukee Bungalow;Aluminum/Vinyl;1,5;1927;7;1689;1;4;2;1;4636;2023-12-07;232000,00
4954;240136;Residential;5360713000;3202 S 9TH PL;;14;4520;Dplx Bungalow;Aluminum/Vinyl;2,0;1925;9;1848;2;4;1;1;4760;2023-12-21;197000,00
4955;240139;Residential;5360716000;3216 S 9TH PL;;14;4520;Dplx Bungalow;Stucco;1,5;1926;10;1945;2;5;3;0;4760;2023-05-26;295000,00
4956;240167;Residential;5360744000;3406 S 9TH PL;;14;4520;Dplx Bungalow;Aluminum/Vinyl;1,5;1923;9;1838;2;4;2;0;4840;2023-12-05;255000,00
4957;240174;Residential;5360751000;3444 S 9TH PL;;14;4520;Dplx Bungalow;Aluminum/Vinyl;1,5;1926;9;1761;2;5;2;1;4840;2023-06-09;301000,00
4958;240207;Residential;5360785000;3466 S 11TH ST;;14;4520;Milwaukee Bungalow;Aluminum/Vinyl;1;1928;7;1791;1;3;2;0;5002;2023-08-10;321000,00
4959;240220;Residential;5360909000;3467 S 11TH ST;;14;4520;Milwaukee Bungalow;Aluminum/Vinyl;1,5;1929;6;1797;1;3;1;0;4758;2023-10-13;232000,00
4960;240249;Residential;5361104000;3217 S 10TH ST;;14;4520;Milwaukee Bungalow;Aluminum/Vinyl;1,5;1922;5;1056;1;3;2;1;4880;2023-03-03;190000,00
4961;240280;Residential;5361206000;3116-3118 S 9TH ST;;14;4520;Dplx Bungalow;Stucco;1,5;1928;10;1878;2;4;2;0;3660;2023-01-05;225000,00
4962;240297;Residential;5361228000;3133-3135 S 9TH ST;;14;4520;Dplx Bungalow;Aluminum/Vinyl;1,5;1926;10;2056;2;4;2;0;5490;2023-07-24;210000,00
4963;240363;Residential;5361294000;3401 S 9TH ST;;14;4520;Cape Cod;Brick;1,5;1950;4;1264;1;2;1;0;4636;2023-06-26;250000,00
4964;240461;Residential;5361603000;3122 S 7TH ST;;14;4520;Milwaukee Bungalow;Brick;1;1927;8;1984;1;4;1;1;4880;2023-11-30;216000,00
4965;240471;Residential;5361613000;3173 S 6TH ST;;14;4520;Ranch;Aluminum/Vinyl;1;1941;6;1110;1;3;2;0;4880;2023-08-28;250000,00
4966;240472;Residential;5361614000;3167 S 6TH ST;;14;4520;Cape Cod;Aluminum/Vinyl;1,5;1941;6;1036;1;4;2;0;4880;2023-10-27;205000,00
4967;240484;Residential;5361626000;3213-3215 S 6TH ST;;14;4520;Cape Cod;Aluminum/Vinyl;1;1942;4;723;1;2;1;0;4880;2023-08-15;137300,00
4968;240500;Residential;5361642000;3260-3262 S 7TH ST;;14;4520;Duplex O/S;Aluminum/Vinyl;1,5;1900;7;1232;2;3;2;0;4880;2023-01-03;145000,00
4969;240617;Residential;5370173000;3413 S 3RD ST;;14;4580;Ranch;Aluminum/Vinyl;1;1953;4;692;1;2;1;0;5040;2023-02-09;145000,00
4970;240621;Residential;5370177111;3435 S 3RD ST;;14;4580;Cape Cod;Aluminum/Vinyl;1,5;1953;14;1177;1;8;1;1;5040;2023-01-27;282000,00
4971;240638;Residential;5370198000;3419 S 2ND ST;;14;4580;Cape Cod;Aluminum/Vinyl;1,5;1953;5;958;1;3;1;0;5400;2023-06-30;220000,00
4972;240655;Residential;5370219000;3423 S 1ST PL;;14;4580;Ranch;Asphalt/Other;1;1950;4;651;1;2;1;0;5400;2023-11-06;170000,00
4973;240669;Residential;5370234000;3418 S 2ND ST;;14;4580;Ranch;Aluminum/Vinyl;1;1950;4;759;1;2;1;0;5400;2023-12-27;159000,00
4974;240670;Residential;5370235000;3412 S 2ND ST;;14;4580;Ranch;Aluminum/Vinyl;1;1950;5;795;1;3;1;0;5400;2023-01-18;155000,00
4975;240686;Residential;5370414000;3409-3411 S CHASE AV;;14;4580;Duplex N/S;Masonry/Frame;2,0;1952;10;1960;2;6;2;0;5883;2023-02-21;292000,00
4976;240759;Residential;5380002000;724 E HOLT AV;;14;4580;Ranch;Aluminum/Vinyl;1;1952;5;1077;1;3;1;0;5120;2023-10-06;257500,00
4977;240769;Residential;5380012000;608 E HOLT AV;;14;4580;Ranch;Aluminum/Vinyl;1;1952;4;672;1;2;1;0;5000;2023-05-24;181000,00
4978;240840;Residential;5380094000;3437 S TAYLOR AV;;14;4580;Colonial;Aluminum/Vinyl;2,0;1948;5;1100;1;2;1;0;5400;2023-08-29;259900,00
4979;240887;Residential;5380237000;439 E OKLAHOMA AV;;14;4580;Tudor;Brick;1,5;1937;5;1436;1;2;1;1;3870;2023-01-03;270000,00
4980;240943;Residential;5380295000;601 E OKLAHOMA AV;;14;4580;Duplex N/S;Stone;2,0;1953;10;3837;2;4;3;0;4640;2023-08-08;435000,00
4981;241031;Residential;5380443000;525 E OHIO AV;;14;4580;Cape Cod;Stucco;2,0;1939;8;2233;1;4;3;0;10680;2023-12-20;581000,00
4982;241073;Lg Apartment;5380486200;3354 S WHITNALL AV;;14;6879;AP3 (Conventional Apt with 12-20 Units);Brick;2,0;1962;NULL;6300;12;NULL;0;0;10020;2023-03-06;1000000,00
4983;241086;Residential;5380606000;3148 S CHASE AV;;14;4580;Ranch;Aluminum/Vinyl;1;1950;4;680;1;2;1;0;5060;2023-10-11;165000,00
4984;241086;Residential;5380606000;3148 S CHASE AV;;14;4580;Ranch;Aluminum/Vinyl;1;1950;4;680;1;2;1;0;5060;2023-12-27;225000,00
4985;241130;Residential;5380651000;3144 S BURRELL ST;;14;4580;Cape Cod;Aluminum/Vinyl;1,5;1948;5;982;1;3;1;0;5740;2023-06-05;300000,00
4986;241136;Residential;5380657000;3173 S AUSTIN ST;;14;4580;Ranch;Aluminum/Vinyl;1;1948;4;679;1;2;1;0;5520;2023-09-26;168000,00
4987;241163;Residential;5380683000;3213 S AUSTIN ST;;14;4580;Ranch;Aluminum/Vinyl;1;1948;6;1162;1;3;1;0;6210;2023-02-14;180000,00
4988;241203;Residential;5380903000;3300 S BURRELL ST;;14;4580;Ranch;Aluminum/Vinyl;1;1952;5;948;1;2;1;0;4800;2023-10-04;175000,00
4989;241208;Residential;5380908000;3316 S BURRELL ST;;14;4580;Colonial;Aluminum/Vinyl;2,0;1950;18;1575;1;11;2;0;6560;2023-06-12;370000,00
4990;241264;Residential;5380974000;3389-3391 S WHITNALL AV;;14;4580;Duplex N/S;Brick;2,0;1959;8;2074;2;4;2;0;5265;2023-12-21;279000,00
4991;241301;Residential;5381105000;3223 S ADAMS AV;;14;4580;Dplx Bungalow;Brick;1,5;1929;10;1911;2;4;2;0;4838;2023-09-22;395000,00
4992;241306;Residential;5381110000;3251 S ADAMS AV;;14;4580;Colonial;Aluminum/Vinyl;2,0;1947;10;1098;1;4;1;1;4838;2023-08-17;320000,00
4993;241308;Residential;5381112000;3261 S ADAMS AV;;14;4580;Ranch;Aluminum/Vinyl;1;1947;4;826;1;2;1;0;4838;2023-02-22;216000,00
4994;241333;Residential;5381210000;3149 S HOWELL AV;;14;4580;Res O/S A & 1/2;Asphalt/Other;1,5;1902;0;1940;1;4;3;1;3240;2023-10-13;473000,00
