,list-card-link href,list-card-addr,ADDRESS,city,state,Metro,zip,price,sq ft,acreage,pricesqft,list-card-label,list-card-label 2,list-card-variable-text,walkscore,description,LATITUDE,LONGITUDE,list-card-link src,list-card-save-content
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""100 N 55th St, Philadelphia, PA 19139"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""100 N 55th St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19139""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.962435,""longitude"":-75.23074},""url"":""https://www.zillow.com/homedetails/100-N-55th-St-Philadelphia-PA-19139/118340594_zpid/""}",https://www.zillow.com/homedetails/100-N-55th-St-Philadelphia-PA-19139/118340594_zpid/,"100 N 55th St, Philadelphia, PA 19139",100 N 55th St,Philadelphia,PA,Philadelphia,19139,12000,906,0.02,$13.25,sqft lot,,Sold 05/28/2020,86,Very Walkable,39.962435,-75.23074,https://photos.zillowstatic.com/fp/fc9b3d12b93dac2a5dbda190372afde1-p_e.jpg,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""16 S 62nd St, Philadelphia, PA 19139"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""16 S 62nd St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19139""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.961923,""longitude"":-75.244975},""url"":""https://www.zillow.com/homedetails/16-S-62nd-St-Philadelphia-PA-19139/276566781_zpid/""}",https://www.zillow.com/homedetails/16-S-62nd-St-Philadelphia-PA-19139/276566781_zpid/,"16 S 62nd St, Philadelphia, PA 19139",16 S 62nd St,Philadelphia,PA,Philadelphia,19139,12000,666,0.02,$18.02,sqft lot,,Sold 08/20/2020,81,Very Walkable,39.961923,-75.244975,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""880 N 49th St, Philadelphia, PA 19139"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,638""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""880 N 49th St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19139""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.968067,""longitude"":-75.218987},""url"":""https://www.zillow.com/homedetails/880-N-49th-St-Philadelphia-PA-19139/118337406_zpid/""}",https://www.zillow.com/homedetails/880-N-49th-St-Philadelphia-PA-19139/118337406_zpid/,"880 N 49th St, Philadelphia, PA 19139",880 N 49th St,Philadelphia,PA,Philadelphia,19139,12300,"1,019",0.02,$12.07,sqft lot,,Sold 12/27/2019,72,Very Walkable,39.968067,-75.218987,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4848 Olive St, Philadelphia, PA 19139"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4848 Olive St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19139""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.964388,""longitude"":-75.217864},""url"":""https://www.zillow.com/homedetails/4848-Olive-St-Philadelphia-PA-19139/118365614_zpid/""}",https://www.zillow.com/homedetails/4848-Olive-St-Philadelphia-PA-19139/118365614_zpid/,"4848 Olive St, Philadelphia, PA 19139",4848 Olive St,Philadelphia,PA,Philadelphia,19139,15000,975,0.02,$15.38,sqft lot,,Sold 06/03/2020,73,Very Walkable,39.964388,-75.217864,"https://maps.googleapis.com/maps/api/streetview?location=39.964388,-75.217864&size=575x242&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=dnI4-LXg65nTVeVXxUuJPWMugBk=",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""885 N 49th St, Philadelphia, PA 19139"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,080""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""885 N 49th St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19139""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.968325,""longitude"":-75.218541},""url"":""https://www.zillow.com/homedetails/885-N-49th-St-Philadelphia-PA-19139/10441479_zpid/""}",https://www.zillow.com/homedetails/885-N-49th-St-Philadelphia-PA-19139/10441479_zpid/,"885 N 49th St, Philadelphia, PA 19139",885 N 49th St,Philadelphia,PA,Philadelphia,19139,16000,871,0.02,$18.37,sqft lot,,Sold 06/16/2020,73,Very Walkable,39.968325,-75.218541,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""139 N Wilton St, Philadelphia, PA 19139"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,114""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""139 N Wilton St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19139""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.962536,""longitude"":-75.224949},""url"":""https://www.zillow.com/homedetails/139-N-Wilton-St-Philadelphia-PA-19139/10438562_zpid/""}",https://www.zillow.com/homedetails/139-N-Wilton-St-Philadelphia-PA-19139/10438562_zpid/,"139 N Wilton St, Philadelphia, PA 19139",139 N Wilton St,Philadelphia,PA,Philadelphia,19139,16500,923,0.02,$17.88,sqft lot,,Sold 11/23/2020,87,Very Walkable,39.962536,-75.224949,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""234 N 61st St, Philadelphia, PA 19139"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,284""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""234 N 61st St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19139""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.966125,""longitude"":-75.242225},""url"":""https://www.zillow.com/homedetails/234-N-61st-St-Philadelphia-PA-19139/10341998_zpid/""}",https://www.zillow.com/homedetails/234-N-61st-St-Philadelphia-PA-19139/10341998_zpid/,"234 N 61st St, Philadelphia, PA 19139",234 N 61st St,Philadelphia,PA,Philadelphia,19139,18000,"1,742",0.04,$10.33,sqft lot,,Sold 09/14/2020,72,Very Walkable,39.966125,-75.242225,https://photos.zillowstatic.com/fp/33971e31cd94836429e40a8997b3cf14-p_e.jpg,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""419 N 50th St, Philadelphia, PA 19139"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,800""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""419 N 50th St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19139""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.964306,""longitude"":-75.219861},""url"":""https://www.zillow.com/homedetails/419-N-50th-St-Philadelphia-PA-19139/10439949_zpid/""}",https://www.zillow.com/homedetails/419-N-50th-St-Philadelphia-PA-19139/10439949_zpid/,"419 N 50th St, Philadelphia, PA 19139",419 N 50th St,Philadelphia,PA,Philadelphia,19139,20000,"1,080",0.02,$18.52,sqft lot,,Sold 01/16/2020,77,Very Walkable,39.964306,-75.219861,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5216 Race St, Philadelphia, PA 19139"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,489""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5216 Race St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19139""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.962966,""longitude"":-75.224934},""url"":""https://www.zillow.com/homedetails/5216-Race-St-Philadelphia-PA-19139/118367883_zpid/""}",https://www.zillow.com/homedetails/5216-Race-St-Philadelphia-PA-19139/118367883_zpid/,"5216 Race St, Philadelphia, PA 19139",5216 Race St,Philadelphia,PA,Philadelphia,19139,26000,"1,594",0.04,$16.31,sqft lot,,Sold 05/19/2020,87,Very Walkable,39.962966,-75.224934,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""36 N 60th St, Philadelphia, PA 19139"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,836""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""36 N 60th St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19139""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.962879,""longitude"":-75.240795},""url"":""https://www.zillow.com/homedetails/36-N-60th-St-Philadelphia-PA-19139/80951146_zpid/""}",https://www.zillow.com/homedetails/36-N-60th-St-Philadelphia-PA-19139/80951146_zpid/,"36 N 60th St, Philadelphia, PA 19139",36 N 60th St,Philadelphia,PA,Philadelphia,19139,35000,"1,080",0.02,$32.41,sqft lot,,Sold 11/30/2020,81,Very Walkable,39.962879,-75.240795,https://photos.zillowstatic.com/fp/cdbc15bafc1a6a1f80b832b174f1868a-p_e.jpg,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5146 Ranstead St, Philadelphia, PA 19139"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,050""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5146 Ranstead St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19139""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.95879,""longitude"":-75.224523},""url"":""https://www.zillow.com/homedetails/5146-Ranstead-St-Philadelphia-PA-19139/10540543_zpid/""}",https://www.zillow.com/homedetails/5146-Ranstead-St-Philadelphia-PA-19139/10540543_zpid/,"5146 Ranstead St, Philadelphia, PA 19139",5146 Ranstead St,Philadelphia,PA,Philadelphia,19139,39900,853,0.02,$46.78,sqft lot,,Sold 01/06/2020,94,Walker's Paradise,39.95879,-75.224523,"https://maps.googleapis.com/maps/api/streetview?location=39.958790,-75.224523&size=575x242&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=55Xd0Jx3peoDNrJgPw8ky8ilim0=",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6233 Market St, Philadelphia, PA 19139"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,925""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6233 Market St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19139""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.96284,""longitude"":-75.24584},""url"":""https://www.zillow.com/homedetails/6233-Market-St-Philadelphia-PA-19139/80953753_zpid/""}",https://www.zillow.com/homedetails/6233-Market-St-Philadelphia-PA-19139/80953753_zpid/,"6233 Market St, Philadelphia, PA 19139",6233 Market St,Philadelphia,PA,Philadelphia,19139,40000,"1,424",0.03,$28.09,sqft lot,,Sold 03/05/2020,81,Very Walkable,39.96284,-75.24584,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""46 N 52nd St, Philadelphia, PA 19139"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,638""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""46 N 52nd St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19139""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.961348,""longitude"":-75.224869},""url"":""https://www.zillow.com/homedetails/46-N-52nd-St-Philadelphia-PA-19139/118345487_zpid/""}",https://www.zillow.com/homedetails/46-N-52nd-St-Philadelphia-PA-19139/118345487_zpid/,"46 N 52nd St, Philadelphia, PA 19139",46 N 52nd St,Philadelphia,PA,Philadelphia,19139,48000,"1,197",0.03,$40.10,sqft lot,,Sold 02/24/2020,91,Walker's Paradise,39.961348,-75.224869,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5341 Chestnut St, Philadelphia, PA 19139"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,446""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5341 Chestnut St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19139""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.959083,""longitude"":-75.228505},""url"":""https://www.zillow.com/homedetails/5341-Chestnut-St-Philadelphia-PA-19139/165402092_zpid/""}",https://www.zillow.com/homedetails/5341-Chestnut-St-Philadelphia-PA-19139/165402092_zpid/,"5341 Chestnut St, Philadelphia, PA 19139",5341 Chestnut St,Philadelphia,PA,Philadelphia,19139,50000,"1,089",0.03,$45.91,sqft lot,,Sold 06/24/2020,92,Walker's Paradise,39.959083,-75.228505,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""147-49 N Gross St, Philadelphia, PA 19139"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,435""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""147-49 N Gross St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19139""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.965425,""longitude"":-75.247035},""url"":""https://www.zillow.com/homedetails/147-49-N-Gross-St-Philadelphia-PA-19139/10345978_zpid/""}",https://www.zillow.com/homedetails/147-49-N-Gross-St-Philadelphia-PA-19139/10345978_zpid/,"147-49 N Gross St, Philadelphia, PA 19139",147-49 N Gross St,Philadelphia,PA,Philadelphia,19139,80100,"2,718",0.06,$29.47,sqft lot,,Sold 03/18/2020,70,Very Walkable,39.965425,-75.247035,https://photos.zillowstatic.com/fp/68f923a441f19d1678b2a47c9e3509bd-p_e.jpg,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""267 S 52nd St, Philadelphia, PA 19139"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""267 S 52nd St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19139""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.955096,""longitude"":-75.22559},""url"":""https://www.zillow.com/homedetails/267-S-52nd-St-Philadelphia-PA-19139/246238079_zpid/""}",https://www.zillow.com/homedetails/267-S-52nd-St-Philadelphia-PA-19139/246238079_zpid/,"267 S 52nd St, Philadelphia, PA 19139",267 S 52nd St,Philadelphia,PA,Philadelphia,19139,90000,"1,460",0.03,$61.64,sqft lot,,Sold 01/29/2020,94,Walker's Paradise,39.955096,-75.22559,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4926 Locust St, Philadelphia, PA 19139"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4926 Locust St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19139""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.954968,""longitude"":-75.220739},""url"":""https://www.zillow.com/homedetails/4926-Locust-St-Philadelphia-PA-19139/118345083_zpid/""}",https://www.zillow.com/homedetails/4926-Locust-St-Philadelphia-PA-19139/118345083_zpid/,"4926 Locust St, Philadelphia, PA 19139",4926 Locust St,Philadelphia,PA,Philadelphia,19139,194000,"1,515",0.03,$128.05,sqft lot,,Sold 01/07/2020,94,Walker's Paradise,39.954968,-75.220739,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5301 Market St, Philadelphia, PA 19139"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,856""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5301 Market St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19139""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.960473,""longitude"":-75.226926},""url"":""https://www.zillow.com/homedetails/5301-Market-St-Philadelphia-PA-19139/10437725_zpid/""}",https://www.zillow.com/homedetails/5301-Market-St-Philadelphia-PA-19139/10437725_zpid/,"5301 Market St, Philadelphia, PA 19139",5301 Market St,Philadelphia,PA,Philadelphia,19139,220000,"4,024",0.09,$54.67,sqft lot,,Sold 04/08/2020,92,Walker's Paradise,39.960473,-75.226926,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3813 Archer St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""756""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3813 Archer St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.012246,""longitude"":-75.159705},""url"":""https://www.zillow.com/homedetails/3813-Archer-St-Philadelphia-PA-19140/10235848_zpid/""}",https://www.zillow.com/homedetails/3813-Archer-St-Philadelphia-PA-19140/10235848_zpid/,"3813 Archer St, Philadelphia, PA 19140",3813 Archer St,Philadelphia,PA,Philadelphia,19140,1000,435,0.01,$2.30,sqft lot,,Sold 12/31/2019,78,Very Walkable,40.012246,-75.159705,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4032 Nice St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4032 Nice St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.015422,""longitude"":-75.152697},""url"":""https://www.zillow.com/homedetails/4032-Nice-St-Philadelphia-PA-19140/118342087_zpid/""}",https://www.zillow.com/homedetails/4032-Nice-St-Philadelphia-PA-19140/118342087_zpid/,"4032 Nice St, Philadelphia, PA 19140",4032 Nice St,Philadelphia,PA,Philadelphia,19140,4800,888,0.02,$5.41,sqft lot,,Sold 01/07/2020,83,Very Walkable,40.015422,-75.152697,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3310 N Gratz St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,400""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3310 N Gratz St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.00442,""longitude"":-75.159851},""url"":""https://www.zillow.com/homedetails/3310-N-Gratz-St-Philadelphia-PA-19140/10227920_zpid/""}",https://www.zillow.com/homedetails/3310-N-Gratz-St-Philadelphia-PA-19140/10227920_zpid/,"3310 N Gratz St, Philadelphia, PA 19140",3310 N Gratz St,Philadelphia,PA,Philadelphia,19140,5100,"1,167",0.03,$4.37,sqft lot,,Sold 08/03/2020,64,Somewhat Walkable,40.00442,-75.159851,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3431 N 21st St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,496""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3431 N 21st St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.007026,""longitude"":-75.163143},""url"":""https://www.zillow.com/homedetails/3431-N-21st-St-Philadelphia-PA-19140/118360077_zpid/""}",https://www.zillow.com/homedetails/3431-N-21st-St-Philadelphia-PA-19140/118360077_zpid/,"3431 N 21st St, Philadelphia, PA 19140",3431 N 21st St,Philadelphia,PA,Philadelphia,19140,5600,"1,929",0.04,$2.90,sqft lot,,Sold 05/20/2020,63,Somewhat Walkable,40.007026,-75.163143,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3446 N Sydenham St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""940""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3446 N Sydenham St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.006216,""longitude"":-75.154618},""url"":""https://www.zillow.com/homedetails/3446-N-Sydenham-St-Philadelphia-PA-19140/10227549_zpid/""}",https://www.zillow.com/homedetails/3446-N-Sydenham-St-Philadelphia-PA-19140/10227549_zpid/,"3446 N Sydenham St, Philadelphia, PA 19140",3446 N Sydenham St,Philadelphia,PA,Philadelphia,19140,6000,906,0.02,$6.62,sqft lot,,Sold 04/16/2020,85,Very Walkable,40.006216,-75.154618,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4009 Nice St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4009 Nice St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.015081,""longitude"":-75.152069},""url"":""https://www.zillow.com/homedetails/4009-Nice-St-Philadelphia-PA-19140/10238468_zpid/""}",https://www.zillow.com/homedetails/4009-Nice-St-Philadelphia-PA-19140/10238468_zpid/,"4009 Nice St, Philadelphia, PA 19140",4009 Nice St,Philadelphia,PA,Philadelphia,19140,6000,"2,326",0.05,$2.58,sqft lot,,Sold 07/15/2020,89,Very Walkable,40.015081,-75.152069,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4541 N 12th St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4541 N 12th St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.022102,""longitude"":-75.14428},""url"":""https://www.zillow.com/homedetails/4541-N-12th-St-Philadelphia-PA-19140/118365805_zpid/""}",https://www.zillow.com/homedetails/4541-N-12th-St-Philadelphia-PA-19140/118365805_zpid/,"4541 N 12th St, Philadelphia, PA 19140",4541 N 12th St,Philadelphia,PA,Philadelphia,19140,6000,"1,332",0.03,$4.50,sqft lot,,Sold 03/18/2020,75,Very Walkable,40.022102,-75.14428,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3448 N 23rd St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,200""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3448 N 23rd St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.007842,""longitude"":-75.166806},""url"":""https://www.zillow.com/homedetails/3448-N-23rd-St-Philadelphia-PA-19140/10228168_zpid/""}",https://www.zillow.com/homedetails/3448-N-23rd-St-Philadelphia-PA-19140/10228168_zpid/,"3448 N 23rd St, Philadelphia, PA 19140",3448 N 23rd St,Philadelphia,PA,Philadelphia,19140,6900,"1,537",0.04,$4.49,sqft lot,,Sold 07/31/2020,67,Somewhat Walkable,40.007842,-75.166806,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
